Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response_Onset,Response_Offset
Rat,8031,2,1,1,Long,PI,15;36,12,8.2;8.54000000000001;8.82000000000001;9.12000000000001;9.38;9.64;9.90000000000001;10.46;10.64;11;11.14;11.38;11.64;11.76;12.24;12.64;13.14;13.5;13.88;14.12;14.96;15.34;15.66;16.2;16.6;16.92;17.6;17.94;18.16;18.46;19.16;48.9,8.5;8.78;9.06;9.28;9.54000000000001;9.84;10.28;10.6;10.86;11.12;11.3;11.56;11.7;12.12;12.48;12.76;13.42;13.78;14.04;14.92;15.2;15.54;16.14;16.38;16.74;17.18;17.72;18.06;18.36;18.78;19.24;48.94;-77.36;-77.36
Rat,8031,2,1,2,Long,PI,15;36,12,7.2800000000002;7.86000000000013;8.22000000000026;8.51999999999998;9.01999999999998;9.68000000000029;10.0999999999999;10.4400000000001;10.7200000000003;11.2000000000003;11.52;12.2800000000002;12.5599999999999;13.1600000000003;13.5599999999999;13.8200000000002;14.2400000000002;15.3000000000002;15.7600000000002;16.04;16.1600000000003;16.52;17.2000000000003,7.76000000000022;8.16000000000031;8.46000000000004;8.96000000000004;9.61999999999989;9.96000000000004;10.3200000000002;10.6800000000003;11;11.3800000000001;12.1199999999999;12.48;13.0799999999999;13.4400000000001;13.7200000000003;14.0599999999999;14.8000000000002;15.7200000000003;16;16.0799999999999;16.4400000000001;16.7800000000002;17.4200000000001;-2681.62;-2681.62;-2681.62;-2681.62;-2681.62;-2681.62;-2681.62;-2681.62;-2681.62;-2681.62;-2681.62;-2681.62;-2681.62;-2681.62;-2681.62;-2681.62;-2681.62;-2681.62;-2681.62;-2681.62
Rat,8031,2,1,3,Long,PI,15;36,12,6.61999999999989;6.86000000000013;7.13999999999987;7.44000000000006;7.76000000000022;8.13999999999987;8.46000000000004;8.86000000000013;9.18000000000029;9.61999999999989;10.0999999999999;10.5599999999999;10.9000000000001;11.3400000000001;11.7800000000002;12.1199999999999;12.4200000000001;13.2400000000002;14.02;14.3000000000002;15.02;15.3200000000002;15.8000000000002;16.1399999999999,6.7800000000002;7.05999999999995;7.40000000000009;7.70000000000027;7.98000000000002;8.40000000000009;8.65999999999985;9.03999999999996;9.40000000000009;10.02;10.4400000000001;10.7200000000003;11.1800000000003;11.5;12.0999999999999;12.3400000000001;12.7200000000003;13.98;14.2600000000002;14.96;15.2400000000002;15.6800000000003;15.98;16.3800000000001;-3235.08;-3235.08;-3235.08;-3235.08;-3235.08;-3235.08;-3235.08;-3235.08;-3235.08;-3235.08;-3235.08;-3235.08;-3235.08;-3235.08;-3235.08;-3235.08;-3235.08;-3235.08
Rat,8031,3,1,1,Short,PI,15;36,4,-4.06;-3.83999999999998;-3.51999999999998;-2.5;25.46;26.32,-3.89999999999998;-3.57999999999998;-3.24000000000001;-2.21999999999997;25.64;26.6;-440.14;-440.14;-440.14;-440.14;-440.14;-440.14;-440.14;-440.14;-440.14;-440.14;-440.14;-440.14;-440.14;-440.14;-440.14;-440.14
Rat,8031,3,1,2,Short,PI,15;36,4,0,-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2;-784.2
Rat,8031,3,1,3,Short,PI,15;36,4,-0.620000000000005.280000000000086;4.62;4.86000000000001;5.22000000000003;5.48000000000002;5.78000000000009;6.1400000000001;6.46000000000004;6.86000000000001;7.5200000000001;7.58000000000004;7.94000000000006,-0.5.660000000000082;4.82000000000005;5.18000000000006;5.44000000000006;5.70000000000005;6.04000000000008;6.38;6.70000000000005;7.44000000000006;7.56000000000006;7.88;8.20000000000005;-980.8;-980.8
Rat,8031,3,1,4,Short,PI,15;36,4,2.46000000000004;2.75999999999999;3.18000000000006;3.5;3.86000000000013;4.18000000000006;4.5;5.01999999999998;5.34000000000015;5.70000000000005;6.03999999999996;6.44000000000006,2.68000000000006;3.12000000000012;3.46000000000004;3.79999999999995;4.12000000000012;4.46000000000004;4.94000000000006;5.27999999999997;5.6400000000001;5.94000000000006;6.27999999999997;6.53999999999996;-1098.82;-1098.82;-1098.82;-1098.82
Rat,8031,3,1,5,Short,PI,15;36,4,3.70000000000005;4.20000000000005;4.84000000000015;5.20000000000005;5.66000000000008;6.42000000000007;7.16000000000008,3.74000000000001;4.75999999999999;5.16000000000008;5.60000000000014;6.38000000000011;7.1400000000001;7.34000000000015;-1221.84;-1221.84;-1221.84;-1221.84;-1221.84;-1221.84;-1221.84;-1221.84;-1221.84;-1221.84;-1221.84;-1221.84;-1221.84;-1221.84
Rat,8031,3,1,6,Short,PI,15;36,4,6.62000000000012;7.44000000000006;7.90000000000009;8.36000000000013,7.36000000000013;7.79999999999995;8.29999999999996;8.86000000000013;-1446.06;-1446.06;-1446.06;-1446.06;-1446.06;-1446.06;-1446.06;-1446.06;-1446.06;-1446.06;-1446.06;-1446.06;-1446.06;-1446.06;-1446.06;-1446.06;-1446.06;-1446.06;-1446.06;-1446.06
Rat,8031,3,1,7,Short,PI,15;36,4,4.63999999999987;5.44000000000006;5.8599999999999;6.20000000000005,5.37999999999988;5.77999999999997;6.15999999999985;7.33999999999992;-1743.44;-1743.44;-1743.44;-1743.44;-1743.44;-1743.44;-1743.44;-1743.44;-1743.44;-1743.44;-1743.44;-1743.44;-1743.44;-1743.44;-1743.44;-1743.44;-1743.44;-1743.44;-1743.44;-1743.44
