Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Test_Duration,Response,Reference_Intervals
Human,1,1,5,296,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,5,297,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,5,298,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,5,299,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,5,300,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,5,301,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,5,302,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,5,303,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,1,1,5,304,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,5,305,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,5,306,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,5,307,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,5,308,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,1,1,5,309,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,5,310,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,1,1,5,311,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,1,1,5,312,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,5,313,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,5,314,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,5,315,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,5,316,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,5,317,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,5,318,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,1,1,5,319,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,5,320,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,1,1,5,321,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,5,322,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,5,323,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,5,324,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,5,325,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,5,326,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,5,327,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,5,328,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,1,1,5,329,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,5,330,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,5,331,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,1,1,5,332,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,5,333,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,5,334,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,5,335,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,5,336,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,5,337,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,5,338,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,5,339,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,5,340,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,5,341,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,S,1;3.5
Human,1,1,5,342,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,5,343,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,5,344,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,5,345,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,5,346,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,5,347,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,5,348,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,5,349,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,5,350,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,5,351,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,5,352,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,5,353,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,5,354,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,1,1,5,355,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,5,356,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,5,357,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,1,1,5,358,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,1,1,5,359,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,5,360,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,5,361,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,5,362,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,5,363,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,5,364,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,1,1,5,365,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,L,1;3.5
Human,1,1,6,366,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,6,367,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,6,368,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,6,369,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,6,370,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,6,371,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,6,372,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,6,373,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,6,374,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,6,375,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,6,376,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,6,377,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,6,378,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,6,379,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,6,380,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,6,381,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,6,382,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,6,383,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,6,384,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,1,1,6,385,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,6,386,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,6,387,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,6,388,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,6,389,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,6,390,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,1,1,6,391,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,6,392,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,6,393,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,6,394,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,6,395,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,S,1;3.5
Human,1,1,6,396,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,6,397,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,6,398,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,1,1,6,399,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,1,1,6,400,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,6,401,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,6,402,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,1,1,6,403,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,6,404,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,6,405,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,6,406,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,6,407,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,6,408,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,6,409,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,1,1,6,410,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,6,411,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,L,1;3.5
Human,1,1,6,412,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,6,413,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,6,414,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,6,415,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,6,416,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,6,417,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,6,418,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,6,419,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,6,420,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,6,421,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,6,422,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,6,423,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,6,424,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,1,1,6,425,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,6,426,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,6,427,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,1,1,6,428,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,6,429,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,6,430,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,6,431,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,6,432,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,6,433,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,1,1,6,434,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,6,435,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,6,436,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,6,437,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,L,1;3.5
Human,1,1,6,438,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,6,439,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,1,1,6,440,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,6,441,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,6,442,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,6,443,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,6,444,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,6,445,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,6,446,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,1,1,7,447,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,7,448,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,7,449,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,7,450,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,1,1,7,451,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,7,452,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,7,453,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,1,1,7,454,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,7,455,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,7,456,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,7,457,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,7,458,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,7,459,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,7,460,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,7,461,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,7,462,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,1,1,7,463,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,7,464,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,7,465,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,1,1,7,466,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,7,467,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,7,468,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,7,469,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,7,470,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,7,471,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,7,472,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,7,473,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,7,474,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,7,475,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,7,476,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,7,477,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,7,478,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,7,479,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,7,480,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,7,481,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,7,482,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,7,483,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,7,484,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,7,485,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,7,486,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,7,487,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,7,488,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,7,489,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,1,1,7,490,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,1,1,7,491,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,7,492,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,7,493,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,7,494,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,7,495,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,S,1;3.5
Human,1,1,7,496,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,7,497,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,7,498,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,7,499,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,7,500,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,7,501,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,7,502,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,7,503,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,7,504,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,7,505,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,7,506,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,7,507,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,7,508,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,7,509,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,1,1,7,510,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,7,511,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,7,512,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,7,513,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,7,514,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,1,1,7,515,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,7,516,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,7,517,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,7,518,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,7,519,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,7,520,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,7,521,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,7,522,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,7,523,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,7,524,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,7,525,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,1,1,7,526,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,S,1;3.5
Human,1,1,7,527,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,7,528,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,7,529,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,8,530,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,1,1,8,531,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,1,1,8,532,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,8,533,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,1,1,8,534,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,1,1,8,535,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,1,1,8,536,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,1,1,8,537,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,1,1,8,538,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,1,1,8,539,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,1,1,8,540,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,2,1,1,1,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,2,1,1,2,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,2,1,1,3,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,2,1,1,4,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,2,1,1,5,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,2,1,1,6,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,2,1,1,7,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,2,1,1,8,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,2,1,1,9,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,2,1,1,10,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,2,1,1,11,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,2,1,1,12,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,2,1,1,13,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,2,1,1,14,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,2,1,1,15,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,2,1,1,16,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,2,1,1,17,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,2,1,1,18,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,2,1,1,19,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,2,1,1,20,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,2,1,1,21,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,2,1,1,22,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,2,1,1,23,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,2,1,1,24,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,2,1,1,25,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,2,1,1,26,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,2,1,1,27,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,2,1,1,28,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,2,1,1,29,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,2,1,1,30,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,2,1,1,31,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,2,1,1,32,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,2,1,1,33,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,2,1,1,34,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,2,1,1,35,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,2,1,1,36,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,2,1,1,37,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,2,1,1,38,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,2,1,1,39,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,L,1;3.5
Human,2,1,1,40,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,2,1,1,41,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,2,1,1,42,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,2,1,1,43,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,2,1,1,44,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,2,1,1,45,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,2,1,1,46,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,2,1,1,47,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,2,1,1,48,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,2,1,1,49,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,2,1,1,50,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,2,1,1,51,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
