Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Accuracy,Range,AgeGroup
Human,97,97,3,49,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,1.200451222,0,Short,Adults
Human,97,97,3,50,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,1.141692974,0,Short,Adults
Human,97,97,3,51,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.744438575,1,Short,Adults
Human,97,97,3,52,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.663159428,1,Short,Adults
Human,97,97,3,53,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,1.076504056,0,Short,Adults
Human,97,97,3,54,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.836544839,0,Short,Adults
Human,97,97,3,55,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.847100399,0,Short,Adults
Human,97,97,4,56,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.73986124,1,Short,Adults
Human,97,97,4,57,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.634246526,1,Short,Adults
Human,97,97,4,58,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.857642626,1,Short,Adults
Human,97,97,4,59,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.768336808,1,Short,Adults
Human,97,97,4,60,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.915591985,1,Short,Adults
Human,97,97,4,61,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.853442624,0,Short,Adults
Human,97,97,4,62,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,1.315974385,0,Short,Adults
Human,97,97,4,63,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,1.402088201,0,Short,Adults
Human,97,97,4,64,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,1.36574774,0,Short,Adults
Human,97,97,4,65,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,1.06604094,0,Short,Adults
Human,97,97,4,66,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,1.368615297,0,Short,Adults
Human,97,97,4,67,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,1.970813787,0,Short,Adults
Human,97,97,4,68,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,1.32278061,0,Short,Adults
Human,97,97,4,69,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,1.251066356,0,Short,Adults
Human,97,97,4,70,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.883312415,1,Short,Adults
Human,98,98,1,11,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.703425668,0,Long,Adults
Human,98,98,1,12,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.844984398,1,Long,Adults
Human,98,98,1,13,Visual,TR,0.9;1;1.1;1.2;1.3,1,1.127328523,1,Long,Adults
Human,98,98,1,14,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.139896973,1,Long,Adults
Human,98,98,1,15,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.963633784,0,Long,Adults
Human,98,98,1,16,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.15512098,1,Long,Adults
Human,98,98,1,17,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.600082511,0,Long,Adults
Human,98,98,1,18,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.049248489,1,Long,Adults
Human,98,98,1,19,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.96555734,1,Long,Adults
Human,98,98,1,20,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.065757385,1,Long,Adults
Human,98,98,1,21,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.693085219,0,Long,Adults
Human,98,98,1,22,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.221633898,1,Long,Adults
Human,98,98,1,23,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.186052105,1,Long,Adults
Human,98,98,1,24,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.780961703,0,Long,Adults
Human,98,98,1,25,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.13461786,1,Long,Adults
Human,98,98,2,26,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.294667264,1,Long,Adults
Human,98,98,2,27,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.800422156,0,Long,Adults
Human,98,98,2,28,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.157456537,0,Long,Adults
Human,98,98,2,29,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,1.030221369,0,Long,Adults
Human,98,98,2,30,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.8749133,1,Long,Adults
Human,98,98,2,31,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.062397828,0,Long,Adults
Human,98,98,2,32,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.738090573,0,Long,Adults
Human,98,98,2,33,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.249920578,1,Long,Adults
Human,98,98,2,34,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.095432953,1,Long,Adults
Human,98,98,2,35,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.130172969,0,Long,Adults
Human,98,98,2,36,Visual,TR,0.9;1;1.1;1.2;1.3,1,1.293276597,0,Long,Adults
Human,98,98,2,37,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.317433941,1,Long,Adults
Human,98,98,2,38,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.116295629,0,Long,Adults
Human,98,98,2,39,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.978912457,1,Long,Adults
Human,98,98,2,40,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.035195149,1,Long,Adults
Human,98,98,3,41,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.871863965,0,Long,Adults
Human,98,98,3,42,Visual,TR,0.9;1;1.1;1.2;1.3,1,1.079569391,1,Long,Adults
Human,98,98,3,43,Visual,TR,0.9;1;1.1;1.2;1.3,1,1.010346693,1,Long,Adults
Human,98,98,3,44,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.990117351,1,Long,Adults
Human,98,98,3,45,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.744963464,0,Long,Adults
Human,98,98,3,46,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.063267606,0,Long,Adults
Human,98,98,3,47,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.166646763,1,Long,Adults
Human,98,98,3,48,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.15454498,0,Long,Adults
Human,98,98,3,49,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.89707331,1,Long,Adults
Human,98,98,3,50,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.024219588,0,Long,Adults
Human,98,98,3,51,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.902009757,1,Long,Adults
Human,98,98,3,52,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.819019942,0,Long,Adults
Human,98,98,3,53,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.637940306,0,Long,Adults
Human,98,98,3,54,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.025606256,0,Long,Adults
Human,98,98,3,55,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.158055204,1,Long,Adults
Human,98,98,4,56,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,1.069471609,0,Long,Adults
Human,98,98,4,57,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.027150257,0,Long,Adults
Human,98,98,4,58,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.719435009,0,Long,Adults
Human,98,98,4,59,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.062974717,1,Long,Adults
Human,98,98,4,60,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.119001408,1,Long,Adults
Human,98,98,4,61,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.966127563,1,Long,Adults
Human,98,98,4,62,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.204227669,1,Long,Adults
Human,98,98,4,63,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.974892455,1,Long,Adults
Human,98,98,4,64,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.780910591,0,Long,Adults
Human,98,98,4,65,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.9238791,1,Long,Adults
Human,98,98,4,66,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.063899162,0,Long,Adults
Human,98,98,4,67,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.964920451,0,Long,Adults
Human,98,98,4,68,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,1.066950719,0,Long,Adults
Human,98,98,4,69,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.847941733,0,Long,Adults
Human,98,98,4,70,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.061286716,1,Long,Adults
Human,98,98,1,11,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.684480326,1,Short,Adults
Human,98,98,1,12,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.633372748,1,Short,Adults
Human,98,98,1,13,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.828308835,1,Short,Adults
Human,98,98,1,14,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.817502608,0,Short,Adults
Human,98,98,1,15,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.734364793,1,Short,Adults
Human,98,98,1,16,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.76268125,1,Short,Adults
Human,98,98,1,17,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,1.0008778,1,Short,Adults
Human,98,98,1,18,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.597625621,1,Short,Adults
Human,98,98,1,19,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.726470567,1,Short,Adults
Human,98,98,1,20,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.561328272,0,Short,Adults
Human,98,98,1,21,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.805399936,0,Short,Adults
Human,98,98,1,22,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.761139472,1,Short,Adults
Human,98,98,1,23,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.985341794,1,Short,Adults
Human,98,98,1,24,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.772455921,1,Short,Adults
Human,98,98,1,25,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.459164226,1,Short,Adults
Human,98,98,2,26,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.683743882,0,Short,Adults
Human,98,98,2,27,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.989081351,0,Short,Adults
Human,98,98,2,28,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.83942884,1,Short,Adults
Human,98,98,2,29,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.442389108,0,Short,Adults
Human,98,98,2,30,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,1.004605358,0,Short,Adults
Human,98,98,2,31,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,1.019618698,0,Short,Adults
Human,98,98,2,32,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.551441156,1,Short,Adults
Human,98,98,2,33,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.935069327,1,Short,Adults
Human,98,98,2,34,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.950585778,1,Short,Adults
Human,98,98,2,35,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.445943332,0,Short,Adults
Human,98,98,2,36,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.78198837,1,Short,Adults
Human,98,98,2,37,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.86771463,1,Short,Adults
Human,98,98,2,38,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.732369681,1,Short,Adults
Human,98,98,2,39,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.423945099,0,Short,Adults
Human,98,98,2,40,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.598954511,0,Short,Adults
Human,98,98,3,41,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.907681759,0,Short,Adults
Human,98,98,3,42,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.708256337,0,Short,Adults
Human,98,98,3,43,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.497009576,1,Short,Adults
Human,98,98,3,44,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.70473278,0,Short,Adults
Human,98,98,3,45,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.973425788,0,Short,Adults
Human,98,98,3,46,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.760975916,1,Short,Adults
Human,98,98,3,47,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.742749686,1,Short,Adults
Human,98,98,3,48,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.629817636,1,Short,Adults
Human,98,98,3,49,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.526962479,1,Short,Adults
Human,98,98,3,50,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.542626041,0,Short,Adults
Human,98,98,3,51,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.605701625,0,Short,Adults
Human,98,98,3,52,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,1.029036035,0,Short,Adults
Human,98,98,3,53,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.806974159,1,Short,Adults
Human,98,98,3,54,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.66561054,0,Short,Adults
Human,98,98,3,55,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.986317794,0,Short,Adults
Human,98,98,4,56,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,1.037425372,0,Short,Adults
Human,98,98,4,57,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.854897291,1,Short,Adults
Human,98,98,4,58,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.967626675,0,Short,Adults
Human,98,98,4,59,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.467336675,0,Short,Adults
Human,98,98,4,60,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.789395484,1,Short,Adults
Human,98,98,4,61,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.782051481,1,Short,Adults
Human,98,98,4,62,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.467572674,1,Short,Adults
Human,98,98,4,63,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.635514082,0,Short,Adults
Human,98,98,4,64,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.668422097,1,Short,Adults
Human,98,98,4,65,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.475204678,1,Short,Adults
Human,98,98,4,66,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.589200729,1,Short,Adults
Human,98,98,4,67,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.717426563,1,Short,Adults
Human,98,98,4,68,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.358124626,0,Short,Adults
Human,98,98,4,69,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,1.010754249,0,Short,Adults
Human,98,98,4,70,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.434406437,0,Short,Adults
Human,99,99,1,11,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.787499039,0,Long,Adults
Human,99,99,1,12,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.678027879,0,Long,Adults
Human,99,99,1,13,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.604838069,0,Long,Adults
Human,99,99,1,14,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.607205625,0,Long,Adults
Human,99,99,1,15,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.787203928,0,Long,Adults
Human,99,99,1,16,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.722132343,0,Long,Adults
Human,99,99,1,17,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.526721145,0,Long,Adults
Human,99,99,1,18,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.626440301,1,Long,Adults
Human,99,99,1,19,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.668649208,1,Long,Adults
Human,99,99,1,20,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.918664431,1,Long,Adults
Human,99,99,1,21,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.959418671,1,Long,Adults
Human,99,99,1,22,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.752744801,0,Long,Adults
Human,99,99,1,23,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.806940381,0,Long,Adults
Human,99,99,1,24,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.708839004,1,Long,Adults
Human,99,99,1,25,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.743943464,0,Long,Adults
Human,99,99,2,26,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.873436855,1,Long,Adults
Human,99,99,2,27,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.580994503,0,Long,Adults
Human,99,99,2,28,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.758700359,1,Long,Adults
Human,99,99,2,29,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.747246577,1,Long,Adults
Human,99,99,2,30,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.610047849,0,Long,Adults
Human,99,99,2,31,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.909428426,1,Long,Adults
Human,99,99,2,32,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.692438997,0,Long,Adults
Human,99,99,2,33,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.66176965,0,Long,Adults
Human,99,99,2,34,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.779159924,0,Long,Adults
Human,99,99,2,35,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.819359053,1,Long,Adults
Human,99,99,2,36,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.546681154,0,Long,Adults
Human,99,99,2,37,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.496221576,0,Long,Adults
Human,99,99,2,38,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.763905695,0,Long,Adults
Human,99,99,2,39,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.045668487,1,Long,Adults
Human,99,99,2,40,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.120168964,1,Long,Adults
Human,99,99,3,41,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.288199261,1,Long,Adults
Human,99,99,3,42,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.704762113,1,Long,Adults
Human,99,99,3,43,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.770884365,1,Long,Adults
Human,99,99,3,44,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.844493731,1,Long,Adults
Human,99,99,3,45,Visual,TR,0.9;1;1.1;1.2;1.3,1,1.022424477,1,Long,Adults
Human,99,99,3,46,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.841937285,0,Long,Adults
Human,99,99,3,47,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.711867005,0,Long,Adults
Human,99,99,3,48,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.984702682,1,Long,Adults
Human,99,99,3,49,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.144826309,1,Long,Adults
Human,99,99,3,50,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.347671288,1,Long,Adults
Human,99,99,3,51,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.796322598,0,Long,Adults
Human,99,99,3,52,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.989016017,1,Long,Adults
Human,99,99,3,53,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.242680575,0,Long,Adults
Human,99,99,3,54,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.909986649,1,Long,Adults
Human,99,99,3,55,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.988800462,1,Long,Adults
Human,99,99,4,56,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.920854209,1,Long,Adults
Human,99,99,4,57,Visual,TR,0.9;1;1.1;1.2;1.3,1,1.218700564,0,Long,Adults
Human,99,99,4,58,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.223165899,1,Long,Adults
Human,99,99,4,59,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.431785103,0,Long,Adults
Human,99,99,4,60,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,1.065122718,1,Long,Adults
Human,99,99,4,61,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.099104955,1,Long,Adults
Human,99,99,4,62,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.430339325,0,Long,Adults
Human,99,99,4,63,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.130455636,1,Long,Adults
Human,99,99,4,64,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.986523127,1,Long,Adults
Human,99,99,4,65,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.829721724,0,Long,Adults
Human,99,99,4,66,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.122422743,1,Long,Adults
Human,99,99,4,67,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.96833423,0,Long,Adults
Human,99,99,4,68,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.091280952,1,Long,Adults
Human,99,99,4,69,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.961629783,1,Long,Adults
Human,99,99,4,70,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.905681758,0,Long,Adults
Human,99,99,1,11,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.469458008,0,Short,Adults
Human,99,99,1,12,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.574461167,0,Short,Adults
Human,99,99,1,13,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.568361608,1,Short,Adults
Human,99,99,1,14,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.681957659,0,Short,Adults
Human,99,99,1,15,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.512381139,1,Short,Adults
Human,99,99,1,16,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.552042045,0,Short,Adults
Human,99,99,1,17,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.552877157,1,Short,Adults
Human,99,99,1,18,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.627272301,1,Short,Adults
Human,99,99,1,19,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.502893135,1,Short,Adults
Human,99,99,1,20,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.411967761,0,Short,Adults
Human,99,99,1,21,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.540017151,0,Short,Adults
Human,99,99,1,22,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.760827472,1,Short,Adults
Human,99,99,1,23,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.582604726,0,Short,Adults
Human,99,99,1,24,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.786698594,1,Short,Adults
Human,99,99,1,25,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.799864822,1,Short,Adults
Human,99,99,2,26,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.77773059,1,Short,Adults
Human,99,99,2,27,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.85656707,0,Short,Adults
Human,99,99,2,28,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.669915875,0,Short,Adults
Human,99,99,2,29,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.827589279,0,Short,Adults
Human,99,99,2,30,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.538900262,1,Short,Adults
Human,99,99,2,31,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.54045404,0,Short,Adults
Human,99,99,2,32,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.43581266,1,Short,Adults
Human,99,99,2,33,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.405057091,0,Short,Adults
Human,99,99,2,34,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.602942512,1,Short,Adults
Human,99,99,2,35,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.615549629,0,Short,Adults
Human,99,99,2,36,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.388545084,0,Short,Adults
Human,99,99,2,37,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.501213578,0,Short,Adults
Human,99,99,2,38,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.3989682,0,Short,Adults
Human,99,99,2,39,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.542201597,1,Short,Adults
Human,99,99,2,40,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.55686827,0,Short,Adults
Human,99,99,3,41,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.579958502,1,Short,Adults
Human,99,99,3,42,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.919798209,0,Short,Adults
Human,99,99,3,43,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.809586604,1,Short,Adults
Human,99,99,3,44,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.584241171,0,Short,Adults
Human,99,99,3,45,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.478740679,1,Short,Adults
Human,99,99,3,46,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.793520375,1,Short,Adults
Human,99,99,3,47,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.544102042,0,Short,Adults
Human,99,99,3,48,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.593278064,1,Short,Adults
Human,99,99,3,49,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.772959477,1,Short,Adults
Human,99,99,3,50,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.450949112,0,Short,Adults
Human,99,99,3,51,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.468958897,0,Short,Adults
Human,99,99,3,52,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.504541135,0,Short,Adults
Human,99,99,3,53,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.466826452,0,Short,Adults
Human,99,99,3,54,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.540391818,1,Short,Adults
Human,99,99,3,55,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.566192274,0,Short,Adults
Human,99,99,4,56,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.450427778,1,Short,Adults
Human,99,99,4,57,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.562602494,1,Short,Adults
