Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Training,Congruency
Human,2,1,3,15,Auditory,TR,2.4,2.4,2.368,Testing,1
Human,2,1,3,16,Auditory,TR,0.8,0.8,0.878,Testing,0
Human,2,1,3,17,Auditory,TR,0.8,0.8,0.919,Testing,1
Human,2,1,3,18,Auditory,TR,0.8,0.8,1.586,Testing,0
Human,2,1,3,19,Auditory,TR,2.4,2.4,2.569,Testing,1
Human,2,1,3,20,Visual,TR,0.8,0.8,0.962,Testing,1
Human,2,1,3,21,Visual,TR,2.4,2.4,1.793,Testing,1
Human,2,1,3,22,Auditory,TR,2.4,2.4,2.319,Testing,0
Human,2,1,3,23,Visual,TR,0.8,0.8,0.93,Testing,1
Human,2,1,3,24,Auditory,TR,2.4,2.4,2.333,Testing,0
Human,2,1,3,25,Visual,TR,2.4,2.4,2.223,Testing,0
Human,2,1,3,26,Visual,TR,2.4,2.4,2.306,Testing,1
Human,2,1,3,27,Auditory,TR,2.4,2.4,2.279,Testing,0
Human,2,1,3,28,Auditory,TR,0.8,0.8,0.735,Testing,1
Human,2,1,3,29,Visual,TR,0.8,0.8,1.421,Testing,0
Human,2,1,3,30,Auditory,TR,0.8,0.8,1.061,Testing,0
Human,2,1,3,31,Auditory,TR,2.4,2.4,2.618,Testing,1
Human,2,1,3,32,Visual,TR,2.4,2.4,2.153,Testing,0
Human,2,1,4,1,Auditory,TR,2.4,2.4,2.112,Testing,0
Human,2,1,4,2,Auditory,TR,2.4,2.4,2.319,Testing,1
Human,2,1,4,3,Auditory,TR,0.8,0.8,0.619,Testing,0
Human,2,1,4,4,Auditory,TR,0.8,0.8,0.825,Testing,1
Human,2,1,4,5,Visual,TR,2.4,2.4,2.31,Testing,1
Human,2,1,4,6,Auditory,TR,0.8,0.8,0.881,Testing,0
Human,2,1,4,7,Visual,TR,2.4,2.4,2.249,Testing,0
Human,2,1,4,8,Auditory,TR,2.4,2.4,2.35,Testing,1
Human,2,1,4,9,Auditory,TR,0.8,0.8,0.745,Testing,0
Human,2,1,4,10,Visual,TR,0.8,0.8,0.677,Testing,0
Human,2,1,4,11,Auditory,TR,0.8,0.8,1.512,Testing,0
Human,2,1,4,12,Visual,TR,0.8,0.8,0.805,Testing,0
Human,2,1,4,13,Visual,TR,2.4,2.4,2.384,Testing,0
Human,2,1,4,14,Auditory,TR,2.4,2.4,2.218,Testing,1
Human,2,1,4,15,Visual,TR,0.8,0.8,0.681,Testing,1
Human,2,1,4,16,Visual,TR,2.4,2.4,2.176,Testing,0
Human,2,1,4,17,Visual,TR,2.4,2.4,2.222,Testing,0
Human,2,1,4,18,Auditory,TR,2.4,2.4,2.414,Testing,0
Human,2,1,4,19,Visual,TR,0.8,0.8,0.731,Testing,1
Human,2,1,4,20,Auditory,TR,2.4,2.4,2.478,Testing,0
Human,2,1,4,21,Auditory,TR,2.4,2.4,2.448,Testing,1
Human,2,1,4,22,Auditory,TR,0.8,0.8,0.75,Testing,1
Human,2,1,4,23,Auditory,TR,2.4,2.4,2.808,Testing,0
Human,2,1,4,24,Visual,TR,2.4,2.4,2.686,Testing,1
Human,2,1,4,25,Visual,TR,2.4,2.4,2.396,Testing,1
Human,2,1,4,26,Visual,TR,2.4,2.4,2.589,Testing,1
Human,2,1,4,27,Auditory,TR,0.8,0.8,0.755,Testing,1
Human,2,1,4,28,Visual,TR,0.8,0.8,0.788,Testing,1
Human,2,1,4,29,Visual,TR,0.8,0.8,0.718,Testing,1
Human,2,1,4,30,Visual,TR,0.8,0.8,0.717,Testing,0
Human,2,1,4,31,Visual,TR,0.8,0.8,0.775,Testing,0
Human,2,1,4,32,Auditory,TR,0.8,0.8,0.817,Testing,1
Human,2,1,5,1,Auditory,TR,0.8,0.8,0.803,Testing,1
Human,2,1,5,2,Visual,TR,0.8,0.8,0.926,Testing,1
Human,2,1,5,3,Auditory,TR,2.4,2.4,2.705,Testing,1
Human,2,1,5,4,Auditory,TR,0.8,0.8,0.818,Testing,0
Human,2,1,5,5,Visual,TR,0.8,0.8,0.924,Testing,0
Human,2,1,5,6,Auditory,TR,2.4,2.4,2.481,Testing,0
Human,2,1,5,7,Auditory,TR,2.4,2.4,2.536,Testing,0
Human,2,1,5,8,Visual,TR,0.8,0.8,0.865,Testing,1
Human,2,1,5,9,Auditory,TR,2.4,2.4,2.444,Testing,0
Human,2,1,5,10,Visual,TR,0.8,0.8,0.925,Testing,0
Human,2,1,5,11,Visual,TR,0.8,0.8,0.961,Testing,0
Human,2,1,5,12,Visual,TR,2.4,2.4,2.868,Testing,1
Human,2,1,5,13,Visual,TR,2.4,2.4,1.776,Testing,0
Human,2,1,5,14,Visual,TR,2.4,2.4,1.66,Testing,0
Human,2,1,5,15,Auditory,TR,2.4,2.4,2.221,Testing,0
Human,2,1,5,16,Auditory,TR,0.8,0.8,0.815,Testing,0
Human,2,1,5,17,Auditory,TR,2.4,2.4,2.307,Testing,1
Human,2,1,5,18,Visual,TR,2.4,2.4,2.675,Testing,0
Human,2,1,5,19,Visual,TR,2.4,2.4,2.395,Testing,1
Human,2,1,5,20,Auditory,TR,0.8,0.8,0.81,Testing,1
Human,2,1,5,21,Visual,TR,2.4,2.4,2.782,Testing,0
Human,2,1,5,22,Auditory,TR,2.4,2.4,3.287,Testing,1
Human,2,1,5,23,Auditory,TR,0.8,0.8,1.052,Testing,0
Human,2,1,5,24,Visual,TR,0.8,0.8,0.87,Testing,0
Human,2,1,5,25,Auditory,TR,0.8,0.8,1.049,Testing,1
Human,2,1,5,26,Visual,TR,2.4,2.4,1.733,Testing,1
Human,2,1,5,27,Visual,TR,2.4,2.4,2.322,Testing,1
Human,2,1,5,28,Visual,TR,0.8,0.8,0.84,Testing,1
Human,2,1,5,29,Auditory,TR,0.8,0.8,0.855,Testing,1
Human,2,1,5,30,Visual,TR,0.8,0.8,0.908,Testing,1
Human,2,1,5,31,Auditory,TR,0.8,0.8,1.016,Testing,0
Human,2,1,5,32,Auditory,TR,2.4,2.4,2.518,Testing,1
Human,2,1,6,1,Visual,TR,2.4,2.4,2.928,Testing,1
Human,2,1,6,2,Visual,TR,2.4,2.4,2.286,Testing,0
Human,2,1,6,3,Visual,TR,2.4,2.4,2.347,Testing,0
Human,2,1,6,4,Auditory,TR,2.4,2.4,2.568,Testing,1
Human,2,1,6,5,Visual,TR,0.8,0.8,0.995,Testing,1
Human,2,1,6,6,Visual,TR,0.8,0.8,0.448,Testing,0
Human,2,1,6,7,Visual,TR,0.8,0.8,0.82,Testing,1
Human,2,1,6,8,Auditory,TR,0.8,0.8,0.83,Testing,1
Human,2,1,6,9,Auditory,TR,2.4,2.4,1.843,Testing,1
Human,2,1,6,10,Visual,TR,0.8,0.8,0.902,Testing,0
Human,2,1,6,11,Visual,TR,2.4,2.4,2.475,Testing,1
Human,2,1,6,12,Auditory,TR,0.8,0.8,0.937,Testing,0
Human,2,1,6,13,Auditory,TR,2.4,2.4,2.653,Testing,0
Human,2,1,6,14,Auditory,TR,2.4,2.4,2.656,Testing,1
Human,2,1,6,15,Visual,TR,0.8,0.8,0.863,Testing,0
Human,2,1,6,16,Visual,TR,2.4,2.4,2.523,Testing,1
Human,2,1,6,17,Visual,TR,0.8,0.8,0.85,Testing,1
Human,2,1,6,18,Auditory,TR,2.4,2.4,2.285,Testing,0
Human,2,1,6,19,Auditory,TR,0.8,0.8,0.925,Testing,0
Human,2,1,6,20,Visual,TR,2.4,2.4,2.491,Testing,1
Human,2,1,6,21,Visual,TR,2.4,2.4,1620.744,Testing,0
Human,2,1,6,22,Auditory,TR,2.4,2.4,2.463,Testing,1
Human,2,1,6,23,Auditory,TR,0.8,0.8,0.791,Testing,1
Human,2,1,6,24,Auditory,TR,0.8,0.8,0.938,Testing,0
Human,2,1,6,25,Auditory,TR,2.4,2.4,2.278,Testing,0
Human,2,1,6,26,Visual,TR,2.4,2.4,2.98,Testing,0
Human,2,1,6,27,Visual,TR,0.8,0.8,0.779,Testing,0
Human,2,1,6,28,Auditory,TR,2.4,2.4,2.379,Testing,0
Human,2,1,6,29,Visual,TR,0.8,0.8,0.973,Testing,1
Human,2,1,6,30,Auditory,TR,0.8,0.8,0.761,Testing,1
Human,2,1,6,31,Auditory,TR,0.8,0.8,1.052,Testing,0
Human,2,1,6,32,Auditory,TR,0.8,0.8,0.877,Testing,1
Human,2,1,7,1,Visual,TR,0.8,0.8,0.914,Testing,0
Human,2,1,7,2,Visual,TR,0.8,0.8,0.842,Testing,1
Human,2,1,7,3,Auditory,TR,2.4,2.4,2.228,Testing,1
Human,2,1,7,4,Auditory,TR,2.4,2.4,2.59,Testing,0
Human,2,1,7,5,Auditory,TR,0.8,0.8,0.788,Testing,1
Human,2,1,7,6,Visual,TR,2.4,2.4,2.324,Testing,1
Human,2,1,7,7,Auditory,TR,2.4,2.4,2.596,Testing,0
Human,2,1,7,8,Visual,TR,2.4,2.4,2.206,Testing,1
Human,2,1,7,9,Visual,TR,0.8,0.8,0.894,Testing,0
Human,2,1,7,10,Auditory,TR,2.4,2.4,2.626,Testing,1
Human,2,1,7,11,Visual,TR,0.8,0.8,1.002,Testing,0
Human,2,1,7,12,Auditory,TR,0.8,0.8,0.925,Testing,0
Human,2,1,7,13,Auditory,TR,0.8,0.8,0.918,Testing,0
Human,2,1,7,14,Visual,TR,0.8,0.8,0.867,Testing,1
Human,2,1,7,15,Visual,TR,2.4,2.4,2.367,Testing,0
Human,2,1,7,16,Auditory,TR,0.8,0.8,0.947,Testing,1
Human,2,1,7,17,Auditory,TR,2.4,2.4,2.605,Testing,0
Human,2,1,7,18,Visual,TR,0.8,0.8,0.852,Testing,0
Human,2,1,7,19,Auditory,TR,2.4,2.4,2.589,Testing,1
Human,2,1,7,20,Visual,TR,2.4,2.4,2.183,Testing,0
Human,2,1,7,21,Visual,TR,2.4,2.4,2.166,Testing,0
Human,2,1,7,22,Auditory,TR,2.4,2.4,2.708,Testing,0
Human,2,1,7,23,Auditory,TR,0.8,0.8,1.006,Testing,0
Human,2,1,7,24,Visual,TR,2.4,2.4,2.446,Testing,1
Human,2,1,7,25,Auditory,TR,0.8,0.8,0.998,Testing,0
Human,2,1,7,26,Auditory,TR,0.8,0.8,1.107,Testing,1
Human,2,1,7,27,Visual,TR,2.4,2.4,1.603,Testing,1
Human,2,1,7,28,Visual,TR,2.4,2.4,2.452,Testing,0
Human,2,1,7,29,Auditory,TR,0.8,0.8,0.921,Testing,1
Human,2,1,7,30,Auditory,TR,2.4,2.4,2.656,Testing,1
Human,2,1,7,31,Visual,TR,0.8,0.8,0.87,Testing,1
Human,2,1,7,32,Visual,TR,0.8,0.8,0.896,Testing,1
Human,2,1,8,1,Visual,TR,2.4,2.4,2.295,Testing,0
Human,2,1,8,2,Visual,TR,0.8,0.8,1.514,Testing,1
Human,2,1,8,3,Auditory,TR,2.4,2.4,2.706,Testing,0
Human,2,1,8,4,Auditory,TR,2.4,2.4,2.557,Testing,0
Human,2,1,8,5,Visual,TR,0.8,0.8,0.755,Testing,1
Human,2,1,8,6,Auditory,TR,0.8,0.8,0.801,Testing,1
Human,2,1,8,7,Auditory,TR,0.8,0.8,0.964,Testing,0
Human,2,1,8,8,Visual,TR,0.8,0.8,0.91,Testing,0
Human,2,1,8,9,Auditory,TR,2.4,2.4,2.45,Testing,1
Human,2,1,8,10,Auditory,TR,2.4,2.4,2.422,Testing,1
Human,2,1,8,11,Visual,TR,0.8,0.8,1.005,Testing,1
Human,2,1,8,12,Auditory,TR,0.8,0.8,0.839,Testing,1
Human,2,1,8,13,Auditory,TR,2.4,2.4,2.134,Testing,1
Human,2,1,8,14,Auditory,TR,2.4,2.4,2.459,Testing,0
Human,2,1,8,15,Visual,TR,2.4,2.4,2.684,Testing,1
Human,2,1,8,16,Visual,TR,0.8,0.8,0.733,Testing,0
Human,2,1,8,17,Visual,TR,2.4,2.4,2.345,Testing,0
Human,2,1,8,18,Auditory,TR,0.8,0.8,0.819,Testing,0
Human,2,1,8,19,Auditory,TR,0.8,0.8,1.023,Testing,0
Human,2,1,8,20,Visual,TR,0.8,0.8,0.768,Testing,0
Human,2,1,8,21,Visual,TR,0.8,0.8,0.804,Testing,1
Human,2,1,8,22,Auditory,TR,2.4,2.4,2.264,Testing,1
Human,2,1,8,23,Auditory,TR,0.8,0.8,0.79,Testing,0
Human,2,1,8,24,Auditory,TR,0.8,0.8,0.862,Testing,1
Human,2,1,8,25,Visual,TR,2.4,2.4,2.5,Testing,1
Human,2,1,8,26,Visual,TR,2.4,2.4,2.437,Testing,1
Human,2,1,8,27,Visual,TR,0.8,0.8,0.746,Testing,0
Human,2,1,8,28,Visual,TR,2.4,2.4,2.313,Testing,1
Human,2,1,8,29,Auditory,TR,2.4,2.4,2.151,Testing,0
Human,2,1,8,30,Visual,TR,2.4,2.4,2.092,Testing,0
Human,2,1,8,31,Visual,TR,2.4,2.4,2.154,Testing,0
Human,2,1,8,32,Auditory,TR,0.8,0.8,0.813,Testing,1
Human,2,1,9,1,Auditory,TR,0.8,0.8,0.665,Testing,0
Human,2,1,9,2,Visual,TR,2.4,2.4,2.244,Testing,0
Human,2,1,9,3,Auditory,TR,0.8,0.8,0.866,Testing,1
Human,2,1,9,4,Visual,TR,2.4,2.4,2.403,Testing,0
Human,2,1,9,5,Auditory,TR,0.8,0.8,0.864,Testing,1
Human,2,1,9,6,Auditory,TR,0.8,0.8,1.024,Testing,0
Human,2,1,9,7,Auditory,TR,0.8,0.8,0.882,Testing,0
Human,2,1,9,8,Auditory,TR,2.4,2.4,2.211,Testing,1
Human,2,1,9,9,Visual,TR,2.4,2.4,2.112,Testing,0
Human,2,1,9,10,Auditory,TR,2.4,2.4,2.652,Testing,1
Human,2,1,9,11,Auditory,TR,2.4,2.4,2.067,Testing,0
Human,2,1,9,12,Visual,TR,0.8,0.8,0.943,Testing,0
Human,2,1,9,13,Visual,TR,2.4,2.4,2.484,Testing,1
Human,2,1,9,14,Auditory,TR,0.8,0.8,0.974,Testing,1
Human,2,1,9,15,Visual,TR,2.4,2.4,2.979,Testing,1
Human,2,1,9,16,Auditory,TR,2.4,2.4,3.189,Testing,0
Human,2,1,9,17,Visual,TR,0.8,0.8,0.671,Testing,1
Human,2,1,9,18,Visual,TR,0.8,0.8,0.821,Testing,0
Human,2,1,9,19,Visual,TR,2.4,2.4,2.084,Testing,1
Human,2,1,9,20,Visual,TR,0.8,0.8,0.882,Testing,1
Human,2,1,9,21,Auditory,TR,2.4,2.4,3.056,Testing,0
Human,2,1,9,22,Visual,TR,0.8,0.8,0.594,Testing,1
Human,2,1,9,23,Visual,TR,0.8,0.8,1.12,Testing,0
Human,2,1,9,24,Visual,TR,0.8,0.8,0.915,Testing,1
Human,2,1,9,25,Auditory,TR,2.4,2.4,2.634,Testing,1
Human,2,1,9,26,Auditory,TR,2.4,2.4,2.509,Testing,0
Human,2,1,9,27,Auditory,TR,0.8,0.8,0.827,Testing,1
Human,2,1,9,28,Visual,TR,2.4,2.4,2.562,Testing,1
Human,2,1,9,29,Visual,TR,0.8,0.8,0.655,Testing,0
Human,2,1,9,30,Auditory,TR,2.4,2.4,2.279,Testing,1
Human,2,1,9,31,Visual,TR,2.4,2.4,2.315,Testing,0
Human,2,1,9,32,Auditory,TR,0.8,0.8,0.869,Testing,0
Human,2,1,10,1,Visual,TR,2.4,2.4,2.089,Testing,0
Human,2,1,10,2,Visual,TR,0.8,0.8,2.172,Testing,1
Human,2,1,10,3,Visual,TR,0.8,0.8,2.299,Testing,0
Human,2,1,10,4,Visual,TR,2.4,2.4,2.441,Testing,1
Human,2,1,10,5,Visual,TR,0.8,0.8,2.191,Testing,1
Human,2,1,10,6,Auditory,TR,0.8,0.8,0.918,Testing,1
Human,2,1,10,7,Auditory,TR,2.4,2.4,2.322,Testing,0
Human,2,1,10,8,Visual,TR,2.4,2.4,2.655,Testing,0
Human,2,1,10,9,Visual,TR,0.8,0.8,0.972,Testing,1
Human,2,1,10,10,Auditory,TR,2.4,2.4,2.297,Testing,1
Human,2,1,10,11,Visual,TR,0.8,0.8,1.022,Testing,0
Human,2,1,10,12,Visual,TR,2.4,2.4,2.302,Testing,0
Human,2,1,10,13,Auditory,TR,2.4,2.4,2.749,Testing,0
Human,2,1,10,14,Auditory,TR,2.4,2.4,2.171,Testing,1
Human,2,1,10,15,Auditory,TR,0.8,0.8,0.962,Testing,1
Human,2,1,10,16,Auditory,TR,2.4,2.4,2.52,Testing,0
Human,2,1,10,17,Visual,TR,2.4,2.4,2.452,Testing,1
Human,2,1,10,18,Auditory,TR,0.8,0.8,0.757,Testing,1
Human,2,1,10,19,Auditory,TR,0.8,0.8,0.81,Testing,0
Human,2,1,10,20,Auditory,TR,0.8,0.8,0.77,Testing,0
Human,2,1,10,21,Visual,TR,0.8,0.8,0.787,Testing,0
Human,2,1,10,22,Auditory,TR,0.8,0.8,0.757,Testing,0
Human,2,1,10,23,Visual,TR,2.4,2.4,2.488,Testing,1
Human,2,1,10,24,Visual,TR,2.4,2.4,2.536,Testing,0
Human,2,1,10,25,Visual,TR,0.8,0.8,0.807,Testing,0
Human,2,1,10,26,Auditory,TR,2.4,2.4,2.42,Testing,0
Human,2,1,10,27,Visual,TR,2.4,2.4,2.029,Testing,1
Human,2,1,10,28,Visual,TR,0.8,0.8,0.824,Testing,1
Human,2,1,10,29,Auditory,TR,2.4,2.4,2.32,Testing,1
Human,2,1,10,30,Auditory,TR,2.4,2.4,1.9,Testing,1
Human,2,1,10,31,Auditory,TR,0.8,0.8,0.575,Testing,1
Human,2,1,10,32,Auditory,TR,0.8,0.8,0.892,Testing,0
Human,2,1,11,1,Auditory,TR,2.4,2.4,2.316,Testing,1
Human,2,1,11,2,Visual,TR,0.8,0.8,1.063,Testing,0
Human,2,1,11,3,Auditory,TR,2.4,2.4,1.703,Testing,0
Human,2,1,11,4,Visual,TR,2.4,2.4,2.697,Testing,1
Human,2,1,11,5,Visual,TR,0.8,0.8,1.044,Testing,0
Human,2,1,11,6,Visual,TR,0.8,0.8,0.856,Testing,1
Human,2,1,11,7,Visual,TR,0.8,0.8,1.005,Testing,1
Human,2,1,11,8,Auditory,TR,2.4,2.4,2.688,Testing,1
Human,2,1,11,9,Auditory,TR,2.4,2.4,2.414,Testing,0
Human,2,1,11,10,Auditory,TR,2.4,2.4,2.418,Testing,1
Human,2,1,11,11,Visual,TR,0.8,0.8,0.632,Testing,1
Human,2,1,11,12,Auditory,TR,0.8,0.8,0.597,Testing,0
Human,2,1,11,13,Visual,TR,2.4,2.4,2.002,Testing,0
Human,2,1,11,14,Auditory,TR,0.8,0.8,0.837,Testing,0
Human,2,1,11,15,Auditory,TR,0.8,0.8,0.829,Testing,0
Human,2,1,11,16,Visual,TR,2.4,2.4,2.61,Testing,0
Human,2,1,11,17,Visual,TR,2.4,2.4,2.533,Testing,1
Human,2,1,11,18,Visual,TR,2.4,2.4,2.035,Testing,1
Human,2,1,11,19,Visual,TR,0.8,0.8,0.936,Testing,0
Human,2,1,11,20,Visual,TR,2.4,2.4,2.493,Testing,1
Human,2,1,11,21,Auditory,TR,2.4,2.4,2.312,Testing,0
Human,2,1,11,22,Auditory,TR,0.8,0.8,0.791,Testing,1
Human,2,1,11,23,Auditory,TR,0.8,0.8,0.864,Testing,1
Human,2,1,11,24,Auditory,TR,0.8,0.8,0.844,Testing,1
Human,2,1,11,25,Visual,TR,2.4,2.4,1.68,Testing,0
Human,2,1,11,26,Auditory,TR,2.4,2.4,2.475,Testing,0
Human,2,1,11,27,Visual,TR,0.8,0.8,0.992,Testing,1
Human,2,1,11,28,Visual,TR,0.8,0.8,0.894,Testing,0
Human,2,1,11,29,Auditory,TR,2.4,2.4,2.406,Testing,1
Human,2,1,11,30,Auditory,TR,0.8,0.8,0.891,Testing,1
Human,2,1,11,31,Visual,TR,2.4,2.4,2.512,Testing,0
Human,2,1,11,32,Auditory,TR,0.8,0.8,0.937,Testing,0
Human,3,1,1,1,Visual,TR,0.8,0.8,0.794,Training,1
Human,3,1,1,2,Auditory,TR,2.4,2.4,2.139,Training,0
Human,3,1,1,3,Auditory,TR,2.4,2.4,2.001,Training,1
Human,3,1,1,4,Auditory,TR,0.8,0.8,0.735,Training,1
Human,3,1,1,5,Visual,TR,2.4,2.4,2.076,Training,1
Human,3,1,1,6,Auditory,TR,0.8,0.8,1.033,Training,0
Human,3,1,1,7,Visual,TR,0.8,0.8,0.533,Training,0
Human,3,1,1,8,Visual,TR,2.4,2.4,1.746,Training,0
Human,3,1,2,1,Visual,TR,2.4,2.4,2.023,Testing,0
Human,3,1,2,2,Visual,TR,2.4,2.4,2.742,Testing,1
Human,3,1,2,3,Auditory,TR,2.4,2.4,2.018,Testing,1
Human,3,1,2,4,Auditory,TR,2.4,2.4,2.449,Testing,0
Human,3,1,2,5,Auditory,TR,2.4,2.4,2.068,Testing,1
Human,3,1,2,6,Visual,TR,2.4,2.4,2.14,Testing,0
Human,3,1,2,7,Auditory,TR,2.4,2.4,1.87,Testing,1
Human,3,1,2,8,Visual,TR,0.8,0.8,0.165,Testing,1
Human,3,1,2,9,Auditory,TR,0.8,0.8,0.813,Testing,0
Human,3,1,2,10,Auditory,TR,0.8,0.8,0.863,Testing,0
Human,3,1,2,11,Visual,TR,2.4,2.4,2.04,Testing,0
Human,3,1,2,12,Visual,TR,0.8,0.8,0.46,Testing,0
Human,3,1,2,13,Auditory,TR,0.8,0.8,1.085,Testing,0
Human,3,1,2,14,Visual,TR,0.8,0.8,0.93,Testing,1
Human,3,1,2,15,Visual,TR,2.4,2.4,2.299,Testing,1
Human,3,1,2,16,Auditory,TR,0.8,0.8,1.285,Testing,0
Human,3,1,2,17,Auditory,TR,0.8,0.8,0.831,Testing,1
Human,3,1,2,18,Auditory,TR,0.8,0.8,0.721,Testing,1
Human,3,1,2,19,Visual,TR,0.8,0.8,0.89,Testing,1
Human,3,1,2,20,Visual,TR,0.8,0.8,0.651,Testing,1
Human,3,1,2,21,Auditory,TR,2.4,2.4,2.526,Testing,0
Human,3,1,2,22,Auditory,TR,2.4,2.4,2.565,Testing,0
Human,3,1,2,23,Visual,TR,2.4,2.4,2.245,Testing,0
Human,3,1,2,24,Visual,TR,2.4,2.4,2.591,Testing,1
Human,3,1,2,25,Auditory,TR,0.8,0.8,0.623,Testing,1
Human,3,1,2,26,Auditory,TR,0.8,0.8,0.622,Testing,1
Human,3,1,2,27,Visual,TR,0.8,0.8,0.375,Testing,0
Human,3,1,2,28,Visual,TR,0.8,0.8,0.502,Testing,0
Human,3,1,2,29,Auditory,TR,2.4,2.4,2.36,Testing,1
Human,3,1,2,30,Auditory,TR,2.4,2.4,2.452,Testing,0
Human,3,1,2,31,Visual,TR,0.8,0.8,0.493,Testing,0
Human,3,1,2,32,Visual,TR,2.4,2.4,2.337,Testing,1
Human,3,1,3,1,Visual,TR,2.4,2.4,2.372,Testing,1
Human,3,1,3,2,Visual,TR,0.8,0.8,0.774,Testing,0
Human,3,1,3,3,Auditory,TR,0.8,0.8,1.139,Testing,0
Human,3,1,3,4,Visual,TR,0.8,0.8,0.741,Testing,1
Human,3,1,3,5,Visual,TR,0.8,0.8,0.893,Testing,1
Human,3,1,3,6,Visual,TR,2.4,2.4,1.487,Testing,0
Human,3,1,3,7,Auditory,TR,0.8,0.8,1.428,Testing,0
Human,3,1,3,8,Visual,TR,2.4,2.4,2.183,Testing,1
Human,3,1,3,9,Visual,TR,0.8,0.8,0.793,Testing,0
Human,3,1,3,10,Auditory,TR,2.4,2.4,2.812,Testing,0
Human,3,1,3,11,Auditory,TR,0.8,0.8,0.735,Testing,1
Human,3,1,3,12,Auditory,TR,0.8,0.8,0.711,Testing,1
Human,3,1,3,13,Visual,TR,0.8,0.8,0.569,Testing,0
Human,3,1,3,14,Auditory,TR,0.8,0.8,0.744,Testing,1
Human,3,1,3,15,Auditory,TR,2.4,2.4,2.069,Testing,1
Human,3,1,3,16,Visual,TR,2.4,2.4,2.658,Testing,1
Human,3,1,3,17,Auditory,TR,2.4,2.4,2.438,Testing,0
Human,3,1,3,18,Visual,TR,2.4,2.4,1.819,Testing,0
Human,3,1,3,19,Auditory,TR,2.4,2.4,1.877,Testing,1
Human,3,1,3,20,Visual,TR,0.8,0.8,0.841,Testing,0
Human,3,1,3,21,Visual,TR,2.4,2.4,2.273,Testing,1
Human,3,1,3,22,Auditory,TR,0.8,0.8,1.134,Testing,0
Human,3,1,3,23,Auditory,TR,2.4,2.4,2.321,Testing,0
Human,3,1,3,24,Auditory,TR,2.4,2.4,2.146,Testing,1
Human,3,1,3,25,Visual,TR,2.4,2.4,3.003,Testing,0
Human,3,1,3,26,Auditory,TR,2.4,2.4,2.223,Testing,1
Human,3,1,3,27,Auditory,TR,0.8,0.8,1.233,Testing,1
Human,3,1,3,28,Auditory,TR,2.4,2.4,2.323,Testing,0
Human,3,1,3,29,Visual,TR,0.8,0.8,0.768,Testing,1
Human,3,1,3,30,Auditory,TR,0.8,0.8,1.466,Testing,0
Human,3,1,3,31,Visual,TR,2.4,2.4,1.74,Testing,0
Human,3,1,3,32,Visual,TR,0.8,0.8,0.754,Testing,1
Human,3,1,4,1,Auditory,TR,2.4,2.4,2.042,Testing,0
Human,3,1,4,2,Auditory,TR,2.4,2.4,1.347,Testing,1
Human,3,1,4,3,Visual,TR,2.4,2.4,2.323,Testing,1
Human,3,1,4,4,Visual,TR,2.4,2.4,2.01,Testing,0
Human,3,1,4,5,Visual,TR,2.4,2.4,2.314,Testing,1
Human,3,1,4,6,Auditory,TR,2.4,2.4,2.449,Testing,0
Human,3,1,4,7,Visual,TR,0.8,0.8,0.896,Testing,1
Human,3,1,4,8,Visual,TR,2.4,2.4,2.411,Testing,1
Human,3,1,4,9,Visual,TR,0.8,0.8,0.778,Testing,0
Human,3,1,4,10,Auditory,TR,0.8,0.8,5066.849,Testing,1
Human,3,1,4,11,Visual,TR,2.4,2.4,1.288,Testing,0
Human,3,1,4,12,Visual,TR,0.8,0.8,0.907,Testing,1
Human,3,1,4,13,Visual,TR,2.4,2.4,1.96,Testing,0
Human,3,1,4,14,Auditory,TR,0.8,0.8,0.771,Testing,1
Human,3,1,4,15,Auditory,TR,0.8,0.8,0.773,Testing,1
Human,3,1,4,16,Auditory,TR,0.8,0.8,1.427,Testing,0
Human,3,1,4,17,Visual,TR,2.4,2.4,1.63,Testing,0
Human,3,1,4,18,Auditory,TR,0.8,0.8,1.309,Testing,0
Human,3,1,4,19,Visual,TR,0.8,0.8,1.066,Testing,1
Human,3,1,4,20,Auditory,TR,0.8,0.8,1.246,Testing,0
Human,3,1,4,21,Auditory,TR,2.4,2.4,1.944,Testing,1
Human,3,1,4,22,Auditory,TR,2.4,2.4,2.755,Testing,0
Human,3,1,4,23,Auditory,TR,2.4,2.4,1.937,Testing,1
Human,3,1,4,24,Visual,TR,0.8,0.8,0.864,Testing,0
Human,3,1,4,25,Visual,TR,2.4,2.4,2.639,Testing,1
Human,3,1,4,26,Visual,TR,0.8,0.8,0.931,Testing,1
Human,3,1,4,27,Auditory,TR,2.4,2.4,2.637,Testing,0
Human,3,1,4,28,Auditory,TR,0.8,0.8,1.019,Testing,0
Human,3,1,4,29,Auditory,TR,0.8,0.8,0.887,Testing,1
Human,3,1,4,30,Visual,TR,0.8,0.8,0.388,Testing,0
Human,3,1,4,31,Auditory,TR,2.4,2.4,2.056,Testing,1
Human,3,1,4,32,Visual,TR,0.8,0.8,1.015,Testing,0
Human,3,1,5,1,Visual,TR,2.4,2.4,2.109,Testing,1
Human,3,1,5,2,Auditory,TR,2.4,2.4,1.77,Testing,1
Human,3,1,5,3,Visual,TR,2.4,2.4,2.302,Testing,0
Human,3,1,5,4,Auditory,TR,0.8,0.8,0.769,Testing,1
