Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response
Human,1,2,8,185,Visual,TR,2.1;3.7;5.4,3.7,4.75515447
Human,1,2,8,186,Visual,TR,2.1;3.7;5.4,2.1,3.270437664
Human,1,2,8,187,Visual,TR,2.1;3.7;5.4,2.1,2.321706429
Human,1,2,8,188,Visual,TR,2.1;3.7;5.4,3.7,3.5730875
Human,1,2,8,190,Visual,TR,2.1;3.7;5.4,5.4,6.173444426
Human,1,2,8,191,Visual,TR,2.1;3.7;5.4,2.1,2.688587474
Human,1,2,8,194,Visual,TR,2.1;3.7;5.4,5.4,6.623837317
Human,1,2,8,195,Visual,TR,2.1;3.7;5.4,3.7,4.690821292
Human,1,2,8,196,Visual,TR,2.1;3.7;5.4,5.4,5.458509332
Human,1,2,8,197,Visual,TR,2.1;3.7;5.4,2.1,2.505048113
Human,1,2,8,198,Visual,TR,2.1;3.7;5.4,2.1,2.102054467
Human,1,2,8,200,Visual,TR,2.1;3.7;5.4,3.7,6.223461984
Human,1,2,8,201,Visual,TR,2.1;3.7;5.4,5.4,6.640825451
Human,1,2,8,202,Visual,TR,2.1;3.7;5.4,2.1,1.835458509
Human,1,2,8,204,Visual,TR,2.1;3.7;5.4,3.7,4.504991022
Human,1,2,8,206,Visual,TR,2.1;3.7;5.4,3.7,4.223674382
Human,1,2,8,207,Visual,TR,2.1;3.7;5.4,3.7,4.60490933
Human,1,2,9,209,Visual,TR,2.1;3.7;5.4,2.1,2.335725351
Human,1,2,9,210,Visual,TR,2.1;3.7;5.4,2.1,3.320387388
Human,1,2,9,211,Visual,TR,2.1;3.7;5.4,5.4,4.187432875
Human,1,2,9,212,Visual,TR,2.1;3.7;5.4,2.1,3.189136039
Human,1,2,9,213,Visual,TR,2.1;3.7;5.4,3.7,4.056641371
Human,1,2,9,214,Visual,TR,2.1;3.7;5.4,5.4,4.888729738
Human,1,2,9,215,Visual,TR,2.1;3.7;5.4,2.1,3.487267264
Human,1,2,9,216,Visual,TR,2.1;3.7;5.4,5.4,5.372649797
Human,1,2,9,217,Visual,TR,2.1;3.7;5.4,5.4,4.972049838
Human,1,2,9,218,Visual,TR,2.1;3.7;5.4,5.4,5.12233061
Human,1,2,9,219,Visual,TR,2.1;3.7;5.4,5.4,4.771671479
Human,1,2,9,222,Visual,TR,2.1;3.7;5.4,2.1,2.936710749
Human,1,2,9,223,Visual,TR,2.1;3.7;5.4,5.4,5.205967459
Human,1,2,9,224,Visual,TR,2.1;3.7;5.4,2.1,3.622810896
Human,1,2,9,225,Visual,TR,2.1;3.7;5.4,3.7,4.304794191
Human,1,2,9,226,Visual,TR,2.1;3.7;5.4,3.7,4.872054368
Human,1,2,9,227,Visual,TR,2.1;3.7;5.4,5.4,6.392858296
Human,1,2,9,228,Visual,TR,2.1;3.7;5.4,2.1,2.986602695
Human,1,2,9,230,Visual,TR,2.1;3.7;5.4,3.7,4.037778916
Human,2,1,1,1,Visual,TR,2.1;3.7;5.4,2.1,2.154123645
Human,2,1,1,2,Visual,TR,2.1;3.7;5.4,5.4,4.273018489
Human,2,1,1,3,Visual,TR,2.1;3.7;5.4,3.7,1.668677151
Human,2,1,1,4,Visual,TR,2.1;3.7;5.4,2.1,1.701976348
Human,2,1,1,5,Visual,TR,2.1;3.7;5.4,5.4,4.204643778
Human,2,1,1,6,Visual,TR,2.1;3.7;5.4,5.4,4.021138538
Human,2,1,1,8,Visual,TR,2.1;3.7;5.4,3.7,2.502857574
Human,2,1,1,9,Visual,TR,2.1;3.7;5.4,3.7,4.823785118
Human,2,1,1,10,Visual,TR,2.1;3.7;5.4,2.1,2.236003713
Human,2,1,1,11,Visual,TR,2.1;3.7;5.4,2.1,2.988430642
Human,2,1,1,12,Visual,TR,2.1;3.7;5.4,5.4,3.720698103
Human,2,1,1,13,Visual,TR,2.1;3.7;5.4,2.1,1.852243248
Human,2,1,1,14,Visual,TR,2.1;3.7;5.4,2.1,2.002309205
Human,2,1,1,15,Visual,TR,2.1;3.7;5.4,2.1,2.454431665
Human,2,1,1,16,Visual,TR,2.1;3.7;5.4,5.4,4.538473541
Human,2,1,1,17,Visual,TR,2.1;3.7;5.4,3.7,3.305284704
Human,2,1,1,18,Visual,TR,2.1;3.7;5.4,2.1,1.768420254
Human,2,1,1,19,Visual,TR,2.1;3.7;5.4,3.7,3.270300208
Human,2,1,1,20,Visual,TR,2.1;3.7;5.4,3.7,3.87097678
Human,2,1,1,21,Visual,TR,2.1;3.7;5.4,2.1,2.504547967
Human,2,1,1,22,Visual,TR,2.1;3.7;5.4,2.1,2.853071394
Human,2,1,1,24,Visual,TR,2.1;3.7;5.4,2.1,2.420787974
Human,2,1,1,25,Visual,TR,2.1;3.7;5.4,3.7,2.919657307
Human,2,1,1,26,Visual,TR,2.1;3.7;5.4,5.4,4.089377821
Human,2,1,1,27,Visual,TR,2.1;3.7;5.4,3.7,1.718527524
Human,2,1,1,28,Visual,TR,2.1;3.7;5.4,2.1,1.685340558
Human,2,1,1,29,Visual,TR,2.1;3.7;5.4,2.1,1.951914415
Human,2,1,1,30,Visual,TR,2.1;3.7;5.4,2.1,2.771391146
Human,2,1,2,31,Visual,TR,2.1;3.7;5.4,2.1,3.053475572
Human,2,1,2,32,Visual,TR,2.1;3.7;5.4,2.1,1.985473929
Human,2,1,2,33,Visual,TR,2.1;3.7;5.4,2.1,2.152159482
Human,2,1,2,34,Visual,TR,2.1;3.7;5.4,2.1,1.718670941
Human,2,1,2,35,Visual,TR,2.1;3.7;5.4,2.1,0.149887916
Human,2,1,2,36,Visual,TR,2.1;3.7;5.4,3.7,1.751969509
Human,2,1,2,37,Visual,TR,2.1;3.7;5.4,3.7,2.20261308
Human,2,1,2,38,Visual,TR,2.1;3.7;5.4,5.4,3.95464828
Human,2,1,2,40,Visual,TR,2.1;3.7;5.4,2.1,1.968887435
Human,2,1,2,42,Visual,TR,2.1;3.7;5.4,3.7,3.572090677
Human,2,1,2,44,Visual,TR,2.1;3.7;5.4,5.4,3.036868001
Human,2,1,2,45,Visual,TR,2.1;3.7;5.4,5.4,4.304761287
Human,2,1,2,46,Visual,TR,2.1;3.7;5.4,5.4,3.421771717
Human,2,1,2,47,Visual,TR,2.1;3.7;5.4,5.4,4.455090087
Human,2,1,2,49,Visual,TR,2.1;3.7;5.4,5.4,3.522341013
Human,2,1,2,51,Visual,TR,2.1;3.7;5.4,3.7,2.354146657
Human,2,1,2,52,Visual,TR,2.1;3.7;5.4,3.7,3.136591136
Human,2,1,2,53,Visual,TR,2.1;3.7;5.4,2.1,4.00461368
Human,2,1,2,54,Visual,TR,2.1;3.7;5.4,3.7,3.687468701
Human,2,1,2,55,Visual,TR,2.1;3.7;5.4,3.7,2.469380229
Human,2,1,2,56,Visual,TR,2.1;3.7;5.4,3.7,2.954862484
Human,2,1,2,57,Visual,TR,2.1;3.7;5.4,5.4,3.720863641
Human,2,1,2,58,Visual,TR,2.1;3.7;5.4,5.4,3.136813201
Human,2,1,2,59,Visual,TR,2.1;3.7;5.4,2.1,2.869538034
Human,2,1,3,61,Visual,TR,2.1;3.7;5.4,2.1,2.085482355
Human,2,1,3,63,Visual,TR,2.1;3.7;5.4,3.7,3.520804581
Human,2,1,3,65,Visual,TR,2.1;3.7;5.4,3.7,3.622220043
Human,2,1,3,66,Visual,TR,2.1;3.7;5.4,5.4,2.986803033
Human,2,1,3,67,Visual,TR,2.1;3.7;5.4,5.4,4.77203668
Human,2,1,3,68,Visual,TR,2.1;3.7;5.4,2.1,2.554533226
Human,2,1,3,69,Visual,TR,2.1;3.7;5.4,3.7,2.919940964
Human,2,1,3,71,Visual,TR,2.1;3.7;5.4,3.7,3.119962425
Human,2,1,3,72,Visual,TR,2.1;3.7;5.4,3.7,3.370197287
Human,2,1,3,73,Visual,TR,2.1;3.7;5.4,3.7,3.003272399
Human,2,1,3,75,Visual,TR,2.1;3.7;5.4,3.7,2.736305267
Human,2,1,3,77,Visual,TR,2.1;3.7;5.4,3.7,1.901836883
Human,2,1,3,78,Visual,TR,2.1;3.7;5.4,2.1,2.235909485
Human,2,1,3,79,Visual,TR,2.1;3.7;5.4,2.1,2.436102548
Human,2,1,3,80,Visual,TR,2.1;3.7;5.4,3.7,0.066722848
Human,2,1,3,81,Visual,TR,2.1;3.7;5.4,5.4,3.203678197
Human,2,1,3,82,Visual,TR,2.1;3.7;5.4,3.7,2.854745025
Human,2,1,3,83,Visual,TR,2.1;3.7;5.4,5.4,4.0543479
Human,2,1,3,84,Visual,TR,2.1;3.7;5.4,3.7,2.719848095
Human,2,1,3,85,Visual,TR,2.1;3.7;5.4,2.1,2.503003023
Human,2,1,3,86,Visual,TR,2.1;3.7;5.4,2.1,2.753086123
Human,2,1,3,87,Visual,TR,2.1;3.7;5.4,2.1,2.118932188
Human,2,1,3,88,Visual,TR,2.1;3.7;5.4,5.4,2.869554659
Human,2,1,3,89,Visual,TR,2.1;3.7;5.4,5.4,3.45549765
Human,2,1,4,91,Visual,TR,2.1;3.7;5.4,2.1,1.384671252
Human,2,1,4,92,Visual,TR,2.1;3.7;5.4,3.7,2.454526421
Human,2,1,4,93,Visual,TR,2.1;3.7;5.4,5.4,3.370349046
Human,2,1,4,94,Visual,TR,2.1;3.7;5.4,5.4,3.722575881
Human,2,1,4,95,Visual,TR,2.1;3.7;5.4,2.1,2.920009831
Human,2,1,4,96,Visual,TR,2.1;3.7;5.4,5.4,3.755774747
Human,2,1,4,97,Visual,TR,2.1;3.7;5.4,2.1,3.505506231
Human,2,1,4,98,Visual,TR,2.1;3.7;5.4,3.7,2.904807349
Human,2,1,4,99,Visual,TR,2.1;3.7;5.4,3.7,2.30250597
Human,2,1,4,101,Visual,TR,2.1;3.7;5.4,3.7,2.435847118
Human,2,1,4,103,Visual,TR,2.1;3.7;5.4,5.4,3.38849874
Human,2,1,4,104,Visual,TR,2.1;3.7;5.4,5.4,2.903154458
Human,2,1,4,105,Visual,TR,2.1;3.7;5.4,2.1,2.853307346
Human,2,1,4,106,Visual,TR,2.1;3.7;5.4,5.4,2.803256449
Human,2,1,4,107,Visual,TR,2.1;3.7;5.4,2.1,1.16951525
Human,2,1,4,108,Visual,TR,2.1;3.7;5.4,3.7,2.704657051
Human,2,1,4,109,Visual,TR,2.1;3.7;5.4,5.4,2.786491726
Human,2,1,4,110,Visual,TR,2.1;3.7;5.4,3.7,3.036775412
Human,2,1,4,111,Visual,TR,2.1;3.7;5.4,2.1,1.920530883
Human,2,1,4,112,Visual,TR,2.1;3.7;5.4,5.4,2.769769413
Human,2,1,4,113,Visual,TR,2.1;3.7;5.4,5.4,3.904289707
Human,2,1,4,114,Visual,TR,2.1;3.7;5.4,3.7,1.901923779
Human,2,1,4,115,Visual,TR,2.1;3.7;5.4,2.1,1.751907303
Human,2,1,4,117,Visual,TR,2.1;3.7;5.4,2.1,3.789159236
Human,2,1,4,118,Visual,TR,2.1;3.7;5.4,2.1,2.669718905
Human,2,1,4,119,Visual,TR,2.1;3.7;5.4,2.1,1.501688825
Human,2,1,4,120,Visual,TR,2.1;3.7;5.4,2.1,1.885342999
Human,2,1,5,121,Visual,TR,2.1;3.7;5.4,2.1,1.785085719
Human,2,1,5,122,Visual,TR,2.1;3.7;5.4,2.1,1.734960079
Human,2,1,5,123,Visual,TR,2.1;3.7;5.4,3.7,2.836567294
Human,2,1,5,125,Visual,TR,2.1;3.7;5.4,3.7,3.420532008
Human,2,1,5,126,Visual,TR,2.1;3.7;5.4,5.4,3.18853939
Human,2,1,5,127,Visual,TR,2.1;3.7;5.4,2.1,1.534998338
Human,2,1,5,128,Visual,TR,2.1;3.7;5.4,3.7,2.386001128
Human,2,1,5,130,Visual,TR,2.1;3.7;5.4,3.7,2.571096334
Human,2,1,5,132,Visual,TR,2.1;3.7;5.4,3.7,2.971369282
Human,2,1,5,133,Visual,TR,2.1;3.7;5.4,3.7,2.619484121
Human,2,1,5,134,Visual,TR,2.1;3.7;5.4,2.1,2.118898006
Human,2,1,5,137,Visual,TR,2.1;3.7;5.4,5.4,3.438899103
Human,2,1,5,138,Visual,TR,2.1;3.7;5.4,2.1,2.81989816
Human,2,1,5,139,Visual,TR,2.1;3.7;5.4,5.4,3.036733329
Human,2,1,5,140,Visual,TR,2.1;3.7;5.4,2.1,1.901932065
Human,2,1,5,141,Visual,TR,2.1;3.7;5.4,3.7,2.419149087
Human,2,1,5,142,Visual,TR,2.1;3.7;5.4,3.7,3.136774689
Human,2,1,5,143,Visual,TR,2.1;3.7;5.4,2.1,2.605183429
Human,2,1,5,146,Visual,TR,2.1;3.7;5.4,5.4,0.133467295
Human,2,1,5,147,Visual,TR,2.1;3.7;5.4,2.1,1.134398739
Human,2,1,5,148,Visual,TR,2.1;3.7;5.4,5.4,3.904168395
Human,2,1,5,149,Visual,TR,2.1;3.7;5.4,3.7,3.255750306
Human,2,1,5,150,Visual,TR,2.1;3.7;5.4,5.4,4.30466791
Human,2,1,5,151,Visual,TR,2.1;3.7;5.4,2.1,2.302457363
Human,2,1,5,152,Visual,TR,2.1;3.7;5.4,3.7,4.087999795
Human,2,1,6,153,Visual,TR,2.1;3.7;5.4,5.4,5.372402371
Human,2,1,6,154,Visual,TR,2.1;3.7;5.4,5.4,4.655201942
Human,2,1,6,155,Visual,TR,2.1;3.7;5.4,5.4,4.857707726
Human,2,1,6,156,Visual,TR,2.1;3.7;5.4,2.1,2.121436302
Human,2,1,6,157,Visual,TR,2.1;3.7;5.4,3.7,3.205994623
Human,2,1,6,158,Visual,TR,2.1;3.7;5.4,2.1,1.818429213
Human,2,1,6,159,Visual,TR,2.1;3.7;5.4,3.7,3.30373262
Human,2,1,6,160,Visual,TR,2.1;3.7;5.4,2.1,2.001918881
Human,2,1,6,161,Visual,TR,2.1;3.7;5.4,3.7,3.553922633
Human,2,1,6,162,Visual,TR,2.1;3.7;5.4,2.1,2.586078677
Human,2,1,6,164,Visual,TR,2.1;3.7;5.4,5.4,5.239149497
Human,2,1,6,165,Visual,TR,2.1;3.7;5.4,5.4,4.938908388
Human,2,1,6,166,Visual,TR,2.1;3.7;5.4,3.7,2.035410597
Human,2,1,6,167,Visual,TR,2.1;3.7;5.4,5.4,2.7531861
Human,2,1,6,168,Visual,TR,2.1;3.7;5.4,5.4,3.237011736
Human,2,1,6,169,Visual,TR,2.1;3.7;5.4,3.7,2.936515388
Human,2,1,6,171,Visual,TR,2.1;3.7;5.4,3.7,2.902954319
Human,2,1,6,172,Visual,TR,2.1;3.7;5.4,5.4,3.437750679
Human,2,1,6,173,Visual,TR,2.1;3.7;5.4,2.1,1.585059047
Human,2,1,6,174,Visual,TR,2.1;3.7;5.4,3.7,2.619525602
Human,2,1,6,175,Visual,TR,2.1;3.7;5.4,3.7,4.471804082
Human,2,1,6,177,Visual,TR,2.1;3.7;5.4,5.4,3.537340652
Human,2,1,6,178,Visual,TR,2.1;3.7;5.4,3.7,2.23574223
Human,2,1,6,179,Visual,TR,2.1;3.7;5.4,5.4,3.787430956
Human,2,1,6,180,Visual,TR,2.1;3.7;5.4,5.4,6.543020299
Human,2,1,7,181,Visual,TR,2.1;3.7;5.4,5.4,3.289235523
Human,2,1,7,183,Visual,TR,2.1;3.7;5.4,2.1,1.585094894
Human,2,1,7,184,Visual,TR,2.1;3.7;5.4,5.4,5.005787843
Human,2,1,7,185,Visual,TR,2.1;3.7;5.4,5.4,4.287931844
Human,2,1,7,186,Visual,TR,2.1;3.7;5.4,3.7,4.321449259
Human,2,1,7,187,Visual,TR,2.1;3.7;5.4,5.4,0.102315469
Human,2,1,7,188,Visual,TR,2.1;3.7;5.4,2.1,2.188062375
Human,2,1,7,190,Visual,TR,2.1;3.7;5.4,5.4,5.088963925
Human,2,1,7,191,Visual,TR,2.1;3.7;5.4,5.4,4.004410217
Human,2,1,7,194,Visual,TR,2.1;3.7;5.4,2.1,2.221396292
Human,2,1,7,195,Visual,TR,2.1;3.7;5.4,3.7,3.053329866
Human,2,1,7,196,Visual,TR,2.1;3.7;5.4,3.7,2.736432748
Human,2,1,7,197,Visual,TR,2.1;3.7;5.4,3.7,4.204506875
Human,2,1,7,198,Visual,TR,2.1;3.7;5.4,5.4,5.923348884
Human,2,1,7,200,Visual,TR,2.1;3.7;5.4,5.4,3.923345328
Human,2,1,7,201,Visual,TR,2.1;3.7;5.4,5.4,3.336962498
Human,2,1,7,202,Visual,TR,2.1;3.7;5.4,3.7,3.856564354
Human,2,1,7,204,Visual,TR,2.1;3.7;5.4,3.7,1.968597962
Human,2,1,7,206,Visual,TR,2.1;3.7;5.4,5.4,3.253737814
Human,2,1,7,207,Visual,TR,2.1;3.7;5.4,3.7,2.903521033
Human,2,1,8,209,Visual,TR,2.1;3.7;5.4,2.1,2.652715183
Human,2,1,8,210,Visual,TR,2.1;3.7;5.4,5.4,0.150214011
Human,2,1,8,211,Visual,TR,2.1;3.7;5.4,2.1,0.984238688
Human,2,1,8,212,Visual,TR,2.1;3.7;5.4,3.7,2.719760279
Human,2,1,8,213,Visual,TR,2.1;3.7;5.4,5.4,4.140058175
Human,2,1,8,214,Visual,TR,2.1;3.7;5.4,2.1,2.803229716
Human,2,1,8,215,Visual,TR,2.1;3.7;5.4,2.1,3.35604975
Human,2,1,8,216,Visual,TR,2.1;3.7;5.4,5.4,4.354743937
Human,2,1,8,217,Visual,TR,2.1;3.7;5.4,2.1,2.252185511
Human,2,1,8,218,Visual,TR,2.1;3.7;5.4,5.4,3.387026462
Human,2,1,8,219,Visual,TR,2.1;3.7;5.4,2.1,1.751832613
Human,2,1,8,222,Visual,TR,2.1;3.7;5.4,5.4,2.70277216
Human,2,1,8,223,Visual,TR,2.1;3.7;5.4,2.1,0.04975994
Human,2,1,8,224,Visual,TR,2.1;3.7;5.4,3.7,3.939873182
Human,2,1,8,225,Visual,TR,2.1;3.7;5.4,3.7,3.537116653
Human,2,1,8,226,Visual,TR,2.1;3.7;5.4,3.7,0.116718645
Human,2,1,8,227,Visual,TR,2.1;3.7;5.4,5.4,3.036563094
Human,2,1,8,228,Visual,TR,2.1;3.7;5.4,5.4,3.019952279
Human,2,1,8,230,Visual,TR,2.1;3.7;5.4,5.4,3.737399988
Human,2,2,1,1,Visual,TR,2.1;3.7;5.4,5.4,2.168927409
Human,2,2,1,2,Visual,TR,2.1;3.7;5.4,3.7,2.235729621
Human,2,2,1,3,Visual,TR,2.1;3.7;5.4,3.7,2.235747083
Human,2,2,1,4,Visual,TR,2.1;3.7;5.4,5.4,3.370367375
Human,2,2,1,5,Visual,TR,2.1;3.7;5.4,5.4,5.489425391
Human,2,2,1,6,Visual,TR,2.1;3.7;5.4,3.7,0.151677053
Human,2,2,1,8,Visual,TR,2.1;3.7;5.4,2.1,2.35253382
Human,2,2,1,9,Visual,TR,2.1;3.7;5.4,3.7,3.120279552
Human,2,2,1,10,Visual,TR,2.1;3.7;5.4,5.4,4.321548923
Human,2,2,1,11,Visual,TR,2.1;3.7;5.4,2.1,2.437628934
Human,2,2,1,12,Visual,TR,2.1;3.7;5.4,5.4,4.071319024
Human,2,2,1,13,Visual,TR,2.1;3.7;5.4,3.7,3.153636699
Human,2,2,1,14,Visual,TR,2.1;3.7;5.4,5.4,2.969868075
Human,2,2,1,15,Visual,TR,2.1;3.7;5.4,2.1,2.302401542
Human,2,2,1,16,Visual,TR,2.1;3.7;5.4,5.4,3.23680517
Human,2,2,1,17,Visual,TR,2.1;3.7;5.4,5.4,2.903181344
Human,2,2,1,18,Visual,TR,2.1;3.7;5.4,3.7,2.836421342
Human,2,2,1,19,Visual,TR,2.1;3.7;5.4,5.4,3.221757344
Human,2,2,1,20,Visual,TR,2.1;3.7;5.4,2.1,3.453964733
Human,2,2,1,21,Visual,TR,2.1;3.7;5.4,3.7,2.57109701
Human,2,2,1,22,Visual,TR,2.1;3.7;5.4,5.4,3.036691531
Human,2,2,1,24,Visual,TR,2.1;3.7;5.4,3.7,4.521733217
Human,2,2,1,25,Visual,TR,2.1;3.7;5.4,2.1,3.221844706
Human,2,2,1,26,Visual,TR,2.1;3.7;5.4,5.4,4.021277372
Human,2,2,1,27,Visual,TR,2.1;3.7;5.4,3.7,3.887607823
Human,2,2,1,28,Visual,TR,2.1;3.7;5.4,2.1,3.055097002
Human,2,2,1,29,Visual,TR,2.1;3.7;5.4,2.1,1.58670047
Human,2,2,1,30,Visual,TR,2.1;3.7;5.4,3.7,3.770784349
Human,2,2,2,31,Visual,TR,2.1;3.7;5.4,3.7,2.886711588
Human,2,2,2,32,Visual,TR,2.1;3.7;5.4,3.7,2.487700932
Human,2,2,2,33,Visual,TR,2.1;3.7;5.4,3.7,3.370173564
Human,2,2,2,34,Visual,TR,2.1;3.7;5.4,3.7,3.303684454
Human,2,2,2,35,Visual,TR,2.1;3.7;5.4,2.1,2.135802488
Human,2,2,2,36,Visual,TR,2.1;3.7;5.4,3.7,3.854126681
Human,2,2,2,37,Visual,TR,2.1;3.7;5.4,2.1,2.687705958
Human,2,2,2,38,Visual,TR,2.1;3.7;5.4,2.1,2.687919095
Human,2,2,2,40,Visual,TR,2.1;3.7;5.4,3.7,3.353666044
Human,2,2,2,42,Visual,TR,2.1;3.7;5.4,2.1,3.387077208
Human,2,2,2,44,Visual,TR,2.1;3.7;5.4,2.1,3.839428174
Human,2,2,2,45,Visual,TR,2.1;3.7;5.4,2.1,2.669352178
Human,2,2,2,46,Visual,TR,2.1;3.7;5.4,2.1,2.404325186
Human,2,2,2,47,Visual,TR,2.1;3.7;5.4,5.4,3.370584292
Human,2,2,2,49,Visual,TR,2.1;3.7;5.4,5.4,3.787719673
Human,2,2,2,51,Visual,TR,2.1;3.7;5.4,5.4,3.203314734
Human,2,2,2,52,Visual,TR,2.1;3.7;5.4,3.7,2.819837144
Human,2,2,2,53,Visual,TR,2.1;3.7;5.4,2.1,2.971534931
Human,2,2,2,54,Visual,TR,2.1;3.7;5.4,5.4,3.537324098
Human,2,2,2,55,Visual,TR,2.1;3.7;5.4,3.7,0.116806645
Human,2,2,2,56,Visual,TR,2.1;3.7;5.4,3.7,2.921314272
Human,2,2,2,57,Visual,TR,2.1;3.7;5.4,2.1,1.952354503
Human,2,2,2,58,Visual,TR,2.1;3.7;5.4,5.4,3.520633525
Human,2,2,2,59,Visual,TR,2.1;3.7;5.4,5.4,3.121711043
Human,2,2,2,61,Visual,TR,2.1;3.7;5.4,2.1,0.133085108
Human,2,2,3,63,Visual,TR,2.1;3.7;5.4,2.1,1.584951204
Human,2,2,3,65,Visual,TR,2.1;3.7;5.4,3.7,1.952059559
Human,2,2,3,66,Visual,TR,2.1;3.7;5.4,3.7,1.785404002
Human,2,2,3,67,Visual,TR,2.1;3.7;5.4,5.4,3.889230846
Human,2,2,3,68,Visual,TR,2.1;3.7;5.4,2.1,3.987796182
Human,2,2,3,69,Visual,TR,2.1;3.7;5.4,5.4,4.004336086
Human,2,2,3,71,Visual,TR,2.1;3.7;5.4,2.1,2.619499235
Human,2,2,3,72,Visual,TR,2.1;3.7;5.4,5.4,3.053148277
Human,2,2,3,73,Visual,TR,2.1;3.7;5.4,3.7,3.704106046
Human,2,2,3,75,Visual,TR,2.1;3.7;5.4,2.1,2.938133169
Human,2,2,3,77,Visual,TR,2.1;3.7;5.4,2.1,2.454313846
Human,2,2,3,78,Visual,TR,2.1;3.7;5.4,2.1,2.485944867
Human,2,2,3,79,Visual,TR,2.1;3.7;5.4,2.1,3.305424712
Human,2,2,3,80,Visual,TR,2.1;3.7;5.4,5.4,3.720803853
Human,2,2,3,81,Visual,TR,2.1;3.7;5.4,3.7,3.555533853
Human,2,2,3,82,Visual,TR,2.1;3.7;5.4,2.1,1.418147836
Human,2,2,3,83,Visual,TR,2.1;3.7;5.4,5.4,3.989542028
Human,2,2,3,84,Visual,TR,2.1;3.7;5.4,5.4,3.45366238
Human,2,2,3,85,Visual,TR,2.1;3.7;5.4,3.7,3.37250929
Human,2,2,3,86,Visual,TR,2.1;3.7;5.4,3.7,3.403688672
Human,2,2,3,87,Visual,TR,2.1;3.7;5.4,5.4,3.722554918
Human,2,2,3,88,Visual,TR,2.1;3.7;5.4,3.7,2.871386564
Human,2,2,3,89,Visual,TR,2.1;3.7;5.4,2.1,3.32037657
Human,2,2,3,91,Visual,TR,2.1;3.7;5.4,5.4,3.855837858
Human,2,2,4,92,Visual,TR,2.1;3.7;5.4,5.4,3.136667133
Human,2,2,4,93,Visual,TR,2.1;3.7;5.4,3.7,1.35164082
Human,2,2,4,94,Visual,TR,2.1;3.7;5.4,3.7,2.235643234
Human,2,2,4,95,Visual,TR,2.1;3.7;5.4,5.4,3.105258519
Human,2,2,4,96,Visual,TR,2.1;3.7;5.4,3.7,3.587119855
Human,2,2,4,97,Visual,TR,2.1;3.7;5.4,5.4,2.719835996
Human,2,2,4,98,Visual,TR,2.1;3.7;5.4,3.7,3.754049306
Human,2,2,4,99,Visual,TR,2.1;3.7;5.4,5.4,2.786352006
Human,2,2,4,101,Visual,TR,2.1;3.7;5.4,5.4,3.071925874
Human,2,2,4,103,Visual,TR,2.1;3.7;5.4,5.4,3.68746926
Human,2,2,4,104,Visual,TR,2.1;3.7;5.4,2.1,2.619515633
Human,2,2,4,105,Visual,TR,2.1;3.7;5.4,3.7,2.970133113
Human,2,2,4,106,Visual,TR,2.1;3.7;5.4,5.4,3.303815298
Human,2,2,4,107,Visual,TR,2.1;3.7;5.4,2.1,1.30130522
Human,2,2,4,108,Visual,TR,2.1;3.7;5.4,3.7,2.32108275
Human,2,2,4,109,Visual,TR,2.1;3.7;5.4,5.4,2.903135182
Human,2,2,4,110,Visual,TR,2.1;3.7;5.4,2.1,1.084303789
Human,2,2,4,111,Visual,TR,2.1;3.7;5.4,5.4,2.419082671
Human,2,2,4,112,Visual,TR,2.1;3.7;5.4,5.4,4.689974535
Human,2,2,4,113,Visual,TR,2.1;3.7;5.4,2.1,3.737380768
Human,2,2,4,114,Visual,TR,2.1;3.7;5.4,2.1,1.269539742
Human,2,2,4,115,Visual,TR,2.1;3.7;5.4,5.4,2.320774201
Human,2,2,4,117,Visual,TR,2.1;3.7;5.4,5.4,2.871404865
Human,2,2,4,118,Visual,TR,2.1;3.7;5.4,2.1,1.268098855
Human,2,2,4,119,Visual,TR,2.1;3.7;5.4,2.1,1.551881958
Human,2,2,4,120,Visual,TR,2.1;3.7;5.4,5.4,2.235521086
Human,2,2,4,121,Visual,TR,2.1;3.7;5.4,5.4,2.836519276
Human,2,2,4,122,Visual,TR,2.1;3.7;5.4,2.1,2.386086034
Human,2,2,5,123,Visual,TR,2.1;3.7;5.4,2.1,1.45139741
Human,2,2,5,125,Visual,TR,2.1;3.7;5.4,3.7,1.835153343
Human,2,2,5,126,Visual,TR,2.1;3.7;5.4,5.4,2.586159122
Human,2,2,5,127,Visual,TR,2.1;3.7;5.4,3.7,0.066505201
Human,2,2,5,128,Visual,TR,2.1;3.7;5.4,3.7,1.334791003
Human,2,2,5,130,Visual,TR,2.1;3.7;5.4,3.7,2.45428963
Human,2,2,5,132,Visual,TR,2.1;3.7;5.4,2.1,1.818636238
Human,2,2,5,133,Visual,TR,2.1;3.7;5.4,5.4,4.773690642
Human,2,2,5,134,Visual,TR,2.1;3.7;5.4,5.4,2.569443049
Human,2,2,5,137,Visual,TR,2.1;3.7;5.4,2.1,2.502650723
Human,2,2,5,138,Visual,TR,2.1;3.7;5.4,2.1,1.702012957
Human,2,2,5,139,Visual,TR,2.1;3.7;5.4,2.1,2.035578761
Human,2,2,5,140,Visual,TR,2.1;3.7;5.4,2.1,0.917782406
Human,2,2,5,141,Visual,TR,2.1;3.7;5.4,2.1,1.418136878
Human,2,2,5,142,Visual,TR,2.1;3.7;5.4,2.1,1.334577519
