Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Test_Duration,Response,Reference_Intervals,Var12,Var13,Var14,Var15,Var16,X,moda,durNo,cond,curDur,RP,NSub,NT,valid
Human,1,1,1,132,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,132,1,16,1,NaN,NaN,NaN,NaN,0
Human,1,1,1,133,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,S,0.4;1.45,NaN,NaN,,NaN,NaN,133,1,50,1,NaN,NaN,NaN,NaN,0
Human,1,1,1,134,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.7,S,0.4;1.45,NaN,NaN,,NaN,NaN,134,1,11,1,NaN,NaN,NaN,NaN,0
Human,1,1,1,135,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.3,L,0.4;1.45,NaN,NaN,,NaN,NaN,135,1,23,1,NaN,NaN,NaN,NaN,0
Human,1,1,1,136,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,136,1,17,1,NaN,NaN,NaN,NaN,0
Human,1,1,1,137,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,137,1,53,1,NaN,NaN,NaN,NaN,0
Human,1,1,1,138,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,S,0.4;1.45,NaN,NaN,,NaN,NaN,138,1,34,1,NaN,NaN,NaN,NaN,0
Human,1,1,1,139,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.15,L,0.4;1.45,NaN,NaN,,NaN,NaN,139,1,54,1,NaN,NaN,NaN,NaN,0
Human,1,1,1,140,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,S,0.4;1.45,NaN,NaN,,NaN,NaN,140,1,42,1,NaN,NaN,NaN,NaN,0
Human,1,1,1,141,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,141,1,72,1,NaN,NaN,NaN,NaN,0
Human,1,1,1,142,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.3,L,0.4;1.45,NaN,NaN,,NaN,NaN,142,1,15,1,NaN,NaN,NaN,NaN,0
Human,1,1,1,143,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.15,L,0.4;1.45,NaN,NaN,,NaN,NaN,143,1,30,1,NaN,NaN,NaN,NaN,0
Human,1,1,1,144,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,S,0.4;1.45,NaN,NaN,,NaN,NaN,144,1,52,1,NaN,NaN,NaN,NaN,0
Human,1,1,1,145,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.7,S,0.4;1.45,NaN,NaN,,NaN,NaN,145,1,33,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,146,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,146,1,7,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,147,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,147,1,24,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,148,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,148,1,69,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,149,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,S,0.4;1.45,NaN,NaN,,NaN,NaN,149,1,31,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,150,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,S,0.4;1.45,NaN,NaN,,NaN,NaN,150,1,35,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,151,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,S,0.4;1.45,NaN,NaN,,NaN,NaN,151,1,35,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,152,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,152,1,18,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,153,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,153,1,2,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,154,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,154,1,26,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,155,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,155,1,71,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,156,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,156,1,1,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,157,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,157,1,45,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,158,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,158,1,58,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,159,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,S,0.4;1.45,NaN,NaN,,NaN,NaN,159,1,37,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,160,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,160,1,13,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,161,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,161,1,17,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,162,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,162,1,22,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,163,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,163,1,44,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,164,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,164,1,19,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,165,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,165,1,65,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,166,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.7,S,0.4;1.45,NaN,NaN,,NaN,NaN,166,1,34,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,167,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,167,1,68,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,168,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,168,1,60,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,169,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,169,1,53,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,170,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,170,1,16,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,171,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,171,1,67,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,172,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,172,1,63,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,173,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,173,1,50,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,174,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,174,1,51,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,175,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,175,1,23,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,176,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,176,1,48,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,177,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,177,1,46,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,178,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,S,0.4;1.45,NaN,NaN,,NaN,NaN,178,1,36,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,179,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,179,1,57,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,180,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,S,0.4;1.45,NaN,NaN,,NaN,NaN,180,1,31,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,181,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,181,1,16,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,182,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.15,S,0.4;1.45,NaN,NaN,,NaN,NaN,182,1,40,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,183,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,183,1,52,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,184,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,184,1,72,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,185,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,185,1,20,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,186,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,186,1,12,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,187,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,187,1,44,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,188,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,188,1,14,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,189,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,189,1,28,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,190,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,190,1,57,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,191,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,191,1,38,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,192,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,192,1,11,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,193,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,193,1,26,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,194,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.15,L,0.4;1.45,NaN,NaN,,NaN,NaN,194,1,39,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,195,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,195,1,53,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,196,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,196,1,10,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,197,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,197,1,15,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,198,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,198,1,56,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,199,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,199,1,38,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,200,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,200,1,30,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,201,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,201,1,48,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,202,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,202,1,8,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,203,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,203,1,51,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,204,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,204,1,24,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,205,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,205,1,8,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,206,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,S,0.4;1.45,NaN,NaN,,NaN,NaN,206,1,32,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,207,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,S,0.4;1.45,NaN,NaN,,NaN,NaN,207,1,32,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,208,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,208,1,43,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,209,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,209,1,68,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,210,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,210,1,7,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,211,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,211,1,49,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,212,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,212,1,5,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,213,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,213,1,43,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,214,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,214,1,61,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,215,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.7,S,0.4;1.45,NaN,NaN,,NaN,NaN,215,1,33,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,216,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,216,1,25,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,217,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,217,1,62,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,218,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,218,1,58,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,219,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,219,1,70,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,220,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,220,1,66,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,221,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,221,1,23,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,222,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,222,1,18,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,223,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.15,L,0.4;1.45,NaN,NaN,,NaN,NaN,223,1,40,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,224,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,224,1,6,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,225,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,225,1,6,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,226,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,226,1,71,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,227,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,227,1,36,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,228,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,228,1,64,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,229,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,229,1,47,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,230,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,230,1,37,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,231,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,231,1,17,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,232,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,232,1,12,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,233,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,233,1,65,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,234,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,234,1,25,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,235,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,235,1,49,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,236,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,236,1,46,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,237,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,237,1,2,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,238,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,238,1,66,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,239,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,239,1,59,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,240,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,240,1,45,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,241,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,241,1,21,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,242,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,242,1,62,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,243,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.7,S,0.4;1.45,NaN,NaN,,NaN,NaN,243,1,34,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,244,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,244,1,55,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,245,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,245,1,69,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,246,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,246,1,64,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,247,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,247,1,21,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,248,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,248,1,10,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,249,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,249,1,55,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,250,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.3,L,0.4;1.45,NaN,NaN,,NaN,NaN,250,1,42,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,251,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,251,1,29,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,252,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,252,1,70,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,253,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,253,1,1,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,254,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,254,1,29,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,255,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,255,1,60,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,256,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,256,1,4,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,257,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,257,1,72,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,258,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.3,L,0.4;1.45,NaN,NaN,,NaN,NaN,258,1,41,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,259,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,259,1,28,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,260,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,260,1,47,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,261,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,261,1,54,2,NaN,NaN,NaN,NaN,1
Human,1,1,1,262,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,262,1,3,2,NaN,NaN,NaN,NaN,1
